draft_round,draft_pick,team,player_name,Pos,age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,rec_yards,rec_td,Int,Att.1,Yds.1,TD.1,rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,-9999,rookie_year,Unnamed: 0,Rookie Year,avg_depth_of_target,avoided_tackles,caught_percent,grades_offense,longest,routes_run,targeted_qb_rating,targets,yac,yards_after_catch_per_reception,yards_per_reception,yprr,ypt,"1,000 Yard Seasons",contested_catch_pct,drop_rate,grades_hands_drop,player_name_rec,player_id,position,team_rec,player_game_count,avg_depth_of_target_rec,avoided_tackles_rec,caught_percent_rec,contested_catch_pct_rec,contested_receptions,contested_targets,declined_penalties,drop_rate_rec,drops,first_downs,franchise_id,fumbles,grades_hands_drop_rec,grades_hands_fumble,grades_offense_rec,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest_rec,pass_block_rate,pass_blocks,pass_plays,penalties,rec_rec,route_rate,routes_run_rec,slot_rate,slot_snaps,targeted_qb_rating_rec,targets_rec,rec_td_rec,wide_rate,wide_snaps,rec_yards_rec,yac_rec,yards_after_catch_per_reception_rec,yards_per_reception_rec,yprr_rec,season,has_1000_yard_season,thousand_yard_seasons,catch_rate,yards_per_route_run
1.0,19.0,PHI,Jeremy Maclin,WR,21.0,2017.0,0.0,0.0,8.0,50.0,33.0,114.0,0.0,1.0,0.0,0.0,0.0,10.0,43.0,0.0,514.0,6835.0,49.0,,,,Missouri,College Stats,MaclJe00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0
1.0,22.0,MIN,Percy Harvin,WR,21.0,2016.0,0.0,1.0,4.0,43.0,37.0,75.0,0.0,0.0,0.0,0.0,0.0,146.0,927.0,5.0,353.0,4026.0,22.0,,,,Florida,College Stats,HarvPe00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.0,29.0,NYG,Hakeem Nicks,WR,21.0,2015.0,0.0,0.0,4.0,40.0,37.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,356.0,5081.0,31.0,,,,North Carolina,College Stats,NickHa01,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0
1.0,30.0,TEN,Kenny Britt,WR,20.0,2017.0,0.0,0.0,5.0,35.0,20.0,116.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,329.0,5137.0,32.0,,,,Rutgers,College Stats,BritKe00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0
2.0,36.0,CLE,Brian Robiskie,WR,21.0,2013.0,0.0,0.0,1.0,3.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,485.0,4.0,3.0,,,Ohio St.,College Stats,RobiBr00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,50.0,CLE,Mohamed Massaquoi,WR,22.0,2012.0,0.0,0.0,3.0,11.0,11.0,54.0,1.0,1.0,29.0,1.0,0.0,2.0,-6.0,0.0,118.0,1745.0,7.0,,,,Georgia,College Stats,MassMo00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.2457627118644068,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,82.0,DET,Derrick Williams,WR,23.0,2010.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,9.0,82.0,0.0,1.0,,,Penn St.,College Stats,WillDe05,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,83.0,NWE,Brandon Tate,WR,21.0,2018.0,0.0,0.0,1.0,16.0,8.0,127.0,0.0,0.0,0.0,0.0,0.0,13.0,142.0,0.0,71.0,1099.0,7.0,3.0,,,North Carolina,College Stats,TateBr00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,84.0,PIT,Mike Wallace,WR,23.0,2018.0,0.0,1.0,8.0,57.0,32.0,144.0,0.0,1.0,0.0,0.0,0.0,34.0,241.0,0.0,538.0,8072.0,57.0,1.0,,,Mississippi,College Stats,WallMi00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0
3.0,85.0,NYG,Ramses Barden,WR,23.0,2012.0,0.0,0.0,0.0,5.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,394.0,0.0,,,,Cal Poly-San Luis Obispo,,BardRa00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,87.0,MIA,Patrick Turner,WR,22.0,2012.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,122.0,1.0,4.0,,,USC,College Stats,TurnPa00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,91.0,SEA,Deon Butler,WR,23.0,2012.0,0.0,0.0,1.0,4.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,57.0,611.0,4.0,4.0,,,Penn St.,College Stats,ButlDe00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,99.0,CHI,Juaquin Iglesias,WR,22.0,2009.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Oklahoma,College Stats,IgleJu00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,107.0,JAC,Mike Thomas,WR,22.0,2012.0,0.0,0.0,2.0,21.0,20.0,61.0,0.0,0.0,0.0,0.0,0.0,34.0,268.0,0.0,176.0,1796.0,7.0,,,,Arizona,College Stats,ThomMi01,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,108.0,MIA,Brian Hartline,WR,22.0,2015.0,0.0,0.0,5.0,32.0,30.0,104.0,0.0,0.0,0.0,0.0,0.0,7.0,65.0,1.0,344.0,4766.0,14.0,8.0,,,Ohio St.,College Stats,HartBr00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0
4.0,124.0,OAK,Louis Murphy,WR,22.0,2017.0,0.0,0.0,1.0,19.0,11.0,95.0,0.0,0.0,0.0,0.0,0.0,14.0,146.0,1.0,170.0,2443.0,11.0,,,,Florida,College Stats,MurpLo00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,127.0,IND,Austin Collie,WR,23.0,2013.0,0.0,0.0,0.0,18.0,17.0,49.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,179.0,1908.0,16.0,,,,BYU,College Stats,CollAu00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,140.0,CHI,Johnny Knox,WR,22.0,2011.0,0.0,1.0,2.0,20.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,133.0,2214.0,12.0,1.0,,,Abilene Christian,,KnoxJo00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,141.0,DEN,Kenny Mckinley,WR,22.0,2009.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,South Carolina,College Stats,McKiKe00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,144.0,JAC,Jarett Dillard,WR,23.0,2011.0,0.0,0.0,0.0,4.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,398.0,1.0,,,,Rice,College Stats,DillJa00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,160.0,STL,Brooks Foster,WR,23.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,North Carolina,,FostBr00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,175.0,KAN,Quinten Lawrence,WR,24.0,2009.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,1.0,9.0,0.0,3.0,,,McNeese St.,,LawrQu00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,194.0,PHI,Brandon Gibson,WR,22.0,2014.0,0.0,0.0,3.0,17.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,233.0,2711.0,13.0,,,,Washington St.,College Stats,GibsBr00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,206.0,TEN,Dominique Edison,WR,23.0,2009.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,S.F. Austin,,EdisDo00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,224.0,SDG,Demetrius Byrd,WR,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,LSU,College Stats,-9999,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,229.0,DAL,Manuel Johnson,WR,22.0,2010.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,,,Oklahoma,College Stats,JohnMa04,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,232.0,NWE,Julian Edelman,WR,23.0,2020.0,0.0,0.0,7.0,61.0,61.0,137.0,6.0,6.0,128.0,1.0,0.0,58.0,413.0,0.0,620.0,6822.0,36.0,16.0,,,Kent St.,College Stats,EdelJu00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.2064516129032258,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0
7.0,233.0,TAM,Sammie Stroughter,WR,23.0,2012.0,0.0,0.0,0.0,5.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,60.0,639.0,1.0,3.0,,,Oregon St.,College Stats,StroSa00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,243.0,WAS,Marko Mitchell,WR,24.0,2009.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,,,,Nevada,College Stats,MitcMa00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,251.0,CHI,Derek Kinder,WR,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Pittsburgh,College Stats,-9999,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,252.0,CIN,Freddie Brown,WR,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Utah,College Stats,-9999,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,253.0,JAC,Tiquan Underwood,WR,22.0,2013.0,0.0,0.0,1.0,9.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,1006.0,6.0,2.0,,,Rutgers,College Stats,UndeTi00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.0,22.0,DEN,Demaryius Thomas,WR,22.0,2019.0,0.0,5.0,8.0,69.0,65.0,143.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,724.0,9763.0,63.0,2.0,,,Georgia Tech,College Stats,ThomDe03,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.0,0.0
1.0,24.0,DAL,Dez Bryant,WR,21.0,2020.0,1.0,3.0,7.0,61.0,61.0,119.0,1.0,1.0,10.0,1.0,0.0,6.0,-3.0,0.0,537.0,7506.0,75.0,,,,Oklahoma St.,College Stats,BryaDe01,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0186219739292365,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0
2.0,36.0,KAN,Dexter Mccluster,WR,21.0,2016.0,0.0,1.0,1.0,21.0,17.0,89.0,0.0,0.0,0.0,0.0,0.0,250.0,1042.0,2.0,236.0,1993.0,7.0,1.0,,,Mississippi,College Stats,McClDe00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,39.0,TAM,Arrelious Benn,WR,21.0,2017.0,0.0,0.0,2.0,8.0,7.0,61.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,65.0,990.0,6.0,24.0,,,Illinois,College Stats,BennAr00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,60.0,SEA,Golden Tate,WR,22.0,2020.0,0.0,1.0,7.0,58.0,17.0,160.0,2.0,3.0,41.0,1.0,0.0,44.0,216.0,0.0,695.0,8278.0,46.0,,,,Notre Dame,College Stats,TateGo00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.058992805755395686,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0
3.0,77.0,TEN,Damian Williams,WR,22.0,2014.0,0.0,0.0,1.0,10.0,10.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,107.0,1327.0,5.0,4.0,,,USC,College Stats,WillDa04,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,78.0,CAR,Brandon Lafell,WR,23.0,2018.0,0.0,0.0,5.0,43.0,19.0,125.0,0.0,1.0,0.0,0.0,0.0,11.0,130.0,0.0,406.0,5398.0,31.0,2.0,,,LSU,College Stats,LaFeBr00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,82.0,PIT,Emmanuel Sanders,WR,23.0,2021.0,0.0,2.0,9.0,63.0,11.0,172.0,3.0,3.0,78.0,2.0,0.0,21.0,202.0,1.0,704.0,9245.0,51.0,8.0,,,SMU,College Stats,SandEm00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.11079545454545454,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0
3.0,84.0,CIN,Jordan Shipley,WR,24.0,2012.0,0.0,0.0,0.0,7.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,858.0,4.0,,,,Texas,College Stats,ShipJo00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,87.0,DEN,Eric Decker,WR,23.0,2017.0,0.0,0.0,5.0,45.0,26.0,111.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,439.0,5816.0,53.0,8.0,,,Minnesota,College Stats,DeckEr00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0
3.0,88.0,ARI,Andre Roberts,WR,22.0,2022.0,1.0,3.0,2.0,24.0,14.0,182.0,0.0,0.0,0.0,0.0,0.0,16.0,120.0,0.0,262.0,3079.0,15.0,,,,The Citadel,,RobeAn00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,89.0,CAR,Armanti Edwards,WR,22.0,2013.0,0.0,0.0,0.0,1.0,1.0,41.0,2.0,3.0,11.0,0.0,0.0,3.0,12.0,0.0,6.0,131.0,0.0,,,,Appalachian St.,,EdwaAr00,2010.0,,,,,,,,0.0,,0.0,0.0,,1.8333333333333333,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,90.0,NWE,Taylor Price,WR,22.0,2011.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,0.0,,,,Ohio,College Stats,PricTa00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,99.0,STL,Mardy Gilyard,WR,23.0,2012.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,78.0,0.0,5.0,,,Cincinnati,College Stats,GilyMa00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,101.0,TAM,Mike Williams,WR,23.0,2014.0,0.0,0.0,3.0,25.0,25.0,63.0,1.0,1.0,28.0,0.0,0.0,1.0,3.0,0.0,223.0,3089.0,26.0,,,,Syracuse,College Stats,WillMi04,2010.0,,,,,,,,0.0,,0.0,0.0,,0.12556053811659193,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,107.0,BUF,Marcus Easley,WR,22.0,2015.0,0.0,0.0,0.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,1.0,41.0,1.0,,Connecticut,,EaslMa00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,108.0,OAK,Jacoby Ford,WR,23.0,2013.0,0.0,0.0,1.0,12.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,19.0,201.0,2.0,57.0,848.0,3.0,1.0,,,Clemson,College Stats,FordJa01,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,156.0,BAL,David Reed,WR,23.0,2013.0,0.0,0.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,6.0,68.0,0.0,18.0,,,Utah,College Stats,ReedDa00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,159.0,PHI,Riley Cooper,WR,22.0,2015.0,0.0,0.0,3.0,17.0,17.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,169.0,2418.0,18.0,14.0,,,Florida,College Stats,CoopRi00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,165.0,ATL,Kerry Meier,WR,23.0,2011.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Kansas,,MeieKe00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,177.0,CLE,Carlton Mitchell,WR,22.0,2011.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,31.0,0.0,3.0,,,South Florida,College Stats,MitcCa00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,191.0,CIN,Dezmon Briscoe,WR,21.0,2012.0,0.0,0.0,0.0,4.0,,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,502.0,7.0,,,,Kansas,College Stats,BrisDe00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,195.0,PIT,Antonio Brown,WR,22.0,2021.0,4.0,7.0,7.0,92.0,86.0,146.0,3.0,6.0,35.0,1.0,1.0,35.0,128.0,0.0,928.0,12291.0,83.0,6.0,,,Central Michigan,College Stats,BrowAn04,2010.0,,,,,,,,0.0,,0.0,0.0,,0.03771551724137931,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,0.0
6.0,197.0,HOU,Trindon Holliday,WR,24.0,2014.0,0.0,0.0,0.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,17.0,0.0,,,,LSU,College Stats,HollTr00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,198.0,CAR,David Gettis,WR,23.0,2012.0,0.0,0.0,1.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,37.0,508.0,3.0,1.0,,,Baylor,College Stats,GettDa00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,199.0,MIN,Joe Webb,WR,23.0,2020.0,0.0,0.0,0.0,4.0,4.0,104.0,90.0,159.0,888.0,3.0,6.0,50.0,326.0,4.0,10.0,74.0,0.0,24.0,,,Ala-Birmingham,College Stats,WebbJo00,2010.0,,,,,,,,0.0,,0.0,0.0,,88.8,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,206.0,SFO,Kyle Williams,WR,22.0,2013.0,0.0,0.0,0.0,6.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,8.0,76.0,0.0,47.0,574.0,4.0,,,,Arizona St.,College Stats,WillKy01,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,219.0,WAS,Terrence Austin,WR,22.0,2011.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,184.0,0.0,2.0,,,UCLA,College Stats,AustTe00,2010.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
